id1,ОКТЯБРЬСКАЯ ЖД,ЦМ,Окт ДМ,Б/Н,ГТС Выборг,В целевой структуре парка,3.5
id1,ОКТЯБРЬСКАЯ ЖД,ЦМ,Окт ДМ,Б/Н,ГТС Выборг,В целевой структуре парка,3.5
id1,ОКТЯБРЬСКАЯ ЖД,ЦМ,Окт ДМ,Б/Н,ГТС Выборг,В целевой структуре парка,3.5
id1,ОКТЯБРЬСКАЯ ЖД,ЦМ,Окт ДМ,Б/Н,ГТС Выборг,В целевой структуре парка,3.5
id1,ОКТЯБРЬСКАЯ ЖД,ЦМ,Окт ДМ,Б/Н,ГТС Выборг,В целевой структуре парка,3.5
id1,ОКТЯБРЬСКАЯ ЖД,ЦМ,Окт ДМ,Б/Н,ГТС Выборг,В целевой структуре парка,3.5
id1,ОКТЯБРЬСКАЯ ЖД,ЦМ,Окт ДМ,Б/Н,ГТС Выборг,В целевой структуре парка,3.5
id1,ОКТЯБРЬСКАЯ ЖД,ЦМ,Окт ДМ,Б/Н,ГТС Выборг,В целевой структуре парка,3.5
id1,ОКТЯБРЬСКАЯ ЖД,ЦМ,Окт ДМ,Б/Н,ГТС Выборг,В целевой структуре парка,3.5
id1,ОКТЯБРЬСКАЯ ЖД,ЦМ,Окт ДМ,Б/Н,ГТС Выборг,В целевой структуре парка,3.5
id1,ОКТЯБРЬСКАЯ ЖД,ЦМ,Окт ДМ,Б/Н,ГТС Выборг,В целевой структуре парка,3.5
id2,ОКТЯБРЬСКАЯ ЖД,ЦМ,Окт ДМ,0600РХ70,ГТС Выборг,В целевой структуре парка,2.6
id2,ОКТЯБРЬСКАЯ ЖД,ЦМ,Окт ДМ,0600РХ70,ГТС Выборг,В целевой структуре парка,2.6
id2,ОКТЯБРЬСКАЯ ЖД,ЦМ,Окт ДМ,0600РХ70,ГТС Выборг,В целевой структуре парка,2.6
id2,ОКТЯБРЬСКАЯ ЖД,ЦМ,Окт ДМ,0600РХ70,ГТС Выборг,В целевой структуре парка,2.6
id2,ОКТЯБРЬСКАЯ ЖД,ЦМ,Окт ДМ,0600РХ70,ГТС Выборг,В целевой структуре парка,2.6
id2,ОКТЯБРЬСКАЯ ЖД,ЦМ,Окт ДМ,0600РХ70,ГТС Выборг,В целевой структуре парка,2.6
id3,ОКТЯБРЬСКАЯ ЖД,ЦМ,Окт ДМ,0003ТВ69,Московская механизированная дистанция ОКТ ДМ (МЧ-1),В целевой структуре парка,5.7
id3,ОКТЯБРЬСКАЯ ЖД,ЦМ,Окт ДМ,0003ТВ69,Московская механизированная дистанция ОКТ ДМ (МЧ-1),В целевой структуре парка,5.7
id3,ОКТЯБРЬСКАЯ ЖД,ЦМ,Окт ДМ,0003ТВ69,Московская механизированная дистанция ОКТ ДМ (МЧ-1),В целевой структуре парка,5.7
id3,ОКТЯБРЬСКАЯ ЖД,ЦМ,Окт ДМ,0003ТВ69,Московская механизированная дистанция ОКТ ДМ (МЧ-1),В целевой структуре парка,5.7
id3,ОКТЯБРЬСКАЯ ЖД,ЦМ,Окт ДМ,0003ТВ69,Московская механизированная дистанция ОКТ ДМ (МЧ-1),В целевой структуре парка,5.7
id3,ОКТЯБРЬСКАЯ ЖД,ЦМ,Окт ДМ,0003ТВ69,Московская механизированная дистанция ОКТ ДМ (МЧ-1),В целевой структуре парка,5.7
id3,ОКТЯБРЬСКАЯ ЖД,ЦМ,Окт ДМ,0003ТВ69,Московская механизированная дистанция ОКТ ДМ (МЧ-1),В целевой структуре парка,5.7
id3,ОКТЯБРЬСКАЯ ЖД,ЦМ,Окт ДМ,0003ТВ69,Московская механизированная дистанция ОКТ ДМ (МЧ-1),В целевой структуре парка,5.7
id3,ОКТЯБРЬСКАЯ ЖД,ЦМ,Окт ДМ,0003ТВ69,Московская механизированная дистанция ОКТ ДМ (МЧ-1),В целевой структуре парка,5.7
id4,ОКТЯБРЬСКАЯ ЖД,ЦМ,Окт ДМ,М015НН197,Московская механизированная дистанция ОКТ ДМ (МЧ-1),В целевой структуре парка,5.6
id4,ОКТЯБРЬСКАЯ ЖД,ЦМ,Окт ДМ,М015НН197,Московская механизированная дистанция ОКТ ДМ (МЧ-1),В целевой структуре парка,5.6
id4,ОКТЯБРЬСКАЯ ЖД,ЦМ,Окт ДМ,М015НН197,Московская механизированная дистанция ОКТ ДМ (МЧ-1),В целевой структуре парка,5.6
id4,ОКТЯБРЬСКАЯ ЖД,ЦМ,Окт ДМ,М015НН197,Московская механизированная дистанция ОКТ ДМ (МЧ-1),В целевой структуре парка,5.6
id4,ОКТЯБРЬСКАЯ ЖД,ЦМ,Окт ДМ,М015НН197,Московская механизированная дистанция ОКТ ДМ (МЧ-1),В целевой структуре парка,5.6
id4,ОКТЯБРЬСКАЯ ЖД,ЦМ,Окт ДМ,М015НН197,Московская механизированная дистанция ОКТ ДМ (МЧ-1),В целевой структуре парка,5.6
id4,ОКТЯБРЬСКАЯ ЖД,ЦМ,Окт ДМ,М015НН197,Московская механизированная дистанция ОКТ ДМ (МЧ-1),В целевой структуре парка,5.6
id4,ОКТЯБРЬСКАЯ ЖД,ЦМ,Окт ДМ,М015НН197,Московская механизированная дистанция ОКТ ДМ (МЧ-1),В целевой структуре парка,5.6
